date,PS_OL(tonVS),FWW_OL(tonVS),Digester B_TS(%),Digester B_VS(%),Digester B_CH4(%),Digester B_CO2(%),Digester B_H2S,Biogas B
2009-05-22,,,,,0.0154639175257732,,,
2009-05-23,,,,,0.1237113402061856,0.035,,
2009-05-24,,,,,0.2164948453608248,,,
2009-05-25,,,0.0177,0.0093279,,,,
2009-05-26,2.9183999999999997,,0.017,0.00935,0.3814432989690721,0.18,,
2009-05-27,1.404,2.5199999999999996,0.018,0.0099,0.4948453608247423,0.23,,
2009-05-28,4.5045,,0.019,0.01026,0.5979381443298969,0.28,,
2009-05-29,2.231100000000001,3.75,0.021,0.011760000000000001,0.6288659793814433,0.29,,
2009-05-30,1.7226000000000004,2.622,0.02,0.011200000000000002,0.6082474226804124,0.3,,
2009-05-31,,8.47,0.019,0.01064,0.6185567010309279,0.3,,5003.0
2009-06-01,,5.537999999999999,0.02,0.011000000000000001,0.6082474226804124,0.31,,5001.0
2009-06-02,,4.657599999999999,0.02,0.011000000000000001,0.5979381443298969,0.31,,3907.0
2009-06-03,5.109999999999999,3.7375599999999993,0.02,0.0108,0.5979381443298969,0.31,,7384.0
2009-06-04,7.732799999999999,7.415808,0.021,0.011634000000000002,0.577319587628866,0.33,,10362.0
2009-06-05,7.25445,8.469832799999999,0.021,0.011718000000000001,0.5979381443298969,0.32,,12091.0
2009-06-06,7.403616000000001,5.430644099999999,0.0218,0.012101180000000001,0.5989690721649484,0.314,,10478.0
2009-06-07,7.376511999999999,1.720866708,0.0221,0.012521860000000001,0.5989690721649484,0.313,,6663.0
